X,Y,SOCD (MgC/ha)
-97.6691666,36.043335,64.26397008
-93.2977778,42.7430556,64.26397008
-93.1246667,39.5243306,64.26397008
-92.6833333,40.5597222,64.26397008
-88.8764728,40.4954931,64.26397008
-117.1821365,45.3665276,64.05220221
-96.8819427,38.0708351,64.05220221
-96.5717239,43.8461113,64.05220221
-88.875532,40.5001897,64.05220221
-92.3993167,40.3785389,63.91090244
-97.5374985,45.5155563,63.84021618
-97.2047195,38.2458344,63.84021618
-88.35003662,40.58474731,63.84021618
-116.8119431,45.3580551,63.73414131
-109.9430542,45.8369446,63.73414131
-93.0844421,44.2661095,63.62801184
-97.5003891,48.16665268,63.52182774
-96.7574997,41.1544456,63.30929561
-96.7636108,41.1722221,63.20294754
-96.1726532,44.8347397,63.20294754
-96.1654358,45.1104507,63.20294754
-96.1257095,44.0909157,63.20294754
-96.0082855,44.7029686,63.20294754
-95.2701797,40.2331314,63.20294754
-95.2612305,43.9202957,63.20294754
-94.4441681,39.8636093,63.20294754
-93.9068069,39.4523048,63.20294754
-93.6566696,40.5408325,63.20294754
-93.3440552,39.819973,63.20294754
-93.1644363,44.2636108,63.20294754
-93.0410995,44.281929,63.20294754
-91.1810946,39.5600691,63.20294754
-90.9987361,38.6021917,63.20294754
-89.0638885,40.9108315,63.20294754
-104.4000015,50.3833351,62.99008727
-96.3808365,39.5808334,62.99008727
-88.6631088,39.6950378,62.99008727
-96.9499969,40.8375015,62.77700803
-96.9455566,40.8352776,62.77700803
-96.5438919,44.6022224,62.77700803
-116.9555588,45.4044456,62.67038625
-103.4150009,46.7425003,62.56370967
-102.097084,35.1787491,62.56370967
-97.2083359,44.4550018,62.56370967
-96.5299988,43.5733337,62.56370967
-93.7083359,41.9880562,62.56370967
-93.7142333,39.9191056,62.4925615
-98.6411133,45.7788887,62.45697826
-98.3180542,44.9272232,62.35019202
-93.0838852,44.310833,62.35019202
-95.7122116,45.9371796,62.13645492
-95.4465866,44.7785683,62.13645492
-95.3413696,36.8636818,62.13645492
-95.3169479,43.1280556,62.13645492
-94.5074997,39.439724,62.13645492
-94.1116409,39.5342216,62.13645492
-93.8154984,39.5902214,62.13645492
-93.7875519,40.0706673,62.13645492
-93.4262466,39.8605003,62.13645492
-92.4729233,43.8564377,62.13645492
-89.4333333,36.5333333,62.13645492
-96.8058319,40.8691673,62.02950403
-97.47399139,47.24636841,61.92249822
-96.5833359,39.0711098,61.92249822
-122.3719406,38.2527771,61.49392533
-97.207159,44.459138,61.49392533
-96.9424973,40.836113,61.49392533
-105.0952759,41.0866661,61.27930883
-96.1866531,45.1845627,61.06447207
-96.0600967,44.3486748,61.06447207
-95.7671585,44.3710022,61.06447207
-95.3360825,44.9963799,61.06447207
-95.2768326,44.084095,61.06447207
-95.2702637,40.2352982,61.06447207
-93.897583,39.6476097,61.06447207
-93.8282735,39.7975289,61.06447207
-93.7133331,39.6716652,61.06447207
-93.395075,40.5055083,61.06447207
-93.2961028,39.6988833,61.06447207
-93.2449417,45.1996918,61.06447207
-93.0875833,39.5923333,61.06447207
-92.6997222,40.5416667,61.06447207
-92.6560135,44.0935707,61.06447207
-92.2897778,40.51,61.06447207
-91.7606389,38.7555278,61.06447207
-88.62385,40.7327194,61.06447207
-96.589447,39.0999985,60.95697104
-112.1030579,46.4772224,60.84941489
-88.8577805,41.8383331,60.84941489
-87.47223663,40.35252762,60.84941489
-116.940834,45.290554,60.74180359
-96.7611084,44.5847206,60.74180359
-95.327774,43.1341667,60.74180359
-117.4988861,45.7947235,60.52641548
-111.4225006,42.0302773,60.41863863
-111.1474991,42.1349983,60.41863863
-98.36541748,47.4852562,60.41863863
-97.91011047,46.43636703,60.41863863
-111.2177811,43.5613899,60.31080655
-103.2931366,39.9642487,60.20291922
-97.69204712,46.354702,60.20291922
-89.2884064,41.0286331,60.20291922
-96.5858536,45.6878624,59.98697875
-96.3475647,43.8776779,59.98697875
-96.1031876,44.0509377,59.98697875
-94.3492203,45.8309937,59.98697875
-94.1400299,39.6029167,59.98697875
-93.691975,39.9605694,59.98697875
-93.5070953,40.5146599,59.98697875
-93.461113,39.6111107,59.98697875
-93.2380556,39.7032694,59.98697875
-93.1332016,44.2593765,59.98697875
-92.5753632,43.9517517,59.98697875
-90.8477974,40.5091628,59.98697875
-99.3927778,46.0341667,59.87892556
-111.3225021,39.0730553,59.77081705
-102.0700073,48.8196907,59.77081705
-93.1732635,44.3099937,59.77081705
-88.9861145,40.8397217,59.77081705
-89.3652191,36.5088882,59.66265318
-94.2448578,45.6736145,59.62658625
-95.3483333,37.7936111,59.55443395
-93.0924988,44.3244438,59.55443395
-88.9615756,40.37408,59.55443395
-98.4783325,44.6616669,59.48225703
-109.6816635,48.3608322,59.3378293
-100.4552765,44.4258347,59.3378293
-96.5055542,39.0155563,59.12100293
-114.2216644,37.3311119,59.01250655
-96.5397186,39.0933342,59.01250655
-96.9086111,39.1894444,58.97632875
-97.6072235,44.7027779,58.90395468
-96.37613678,40.39223862,58.90395468
-96.349411,46.271328,58.90395468
-96.0166702,45.5,58.90395468
-95.9427414,44.2575264,58.90395468
-95.9023285,45.8596306,58.90395468
-95.8706894,44.4421349,58.90395468
-95.7842331,44.589138,58.90395468
-94.2545242,45.5198746,58.90395468
-94.1636124,41.2038879,58.90395468
-93.6849694,39.6847806,58.90395468
-93.6561127,41.1916656,58.90395468
-93.3172226,40.4205551,58.90395468
-92.648975,40.4312361,58.90395468
-91.5531333,38.6606333,58.90395468
-88.8829884,40.5061307,58.90395468
-116.7573624,43.0654335,58.7953473
-97.54066467,47.713871,58.7953473
-96.4633331,44.2161102,58.68668438
-88.6119461,40.7133331,58.68668438
-113.3375015,46.5541649,58.46919188
-110.5257361,42.7432028,58.46919188
-96.9436111,40.8333321,58.46919188
-93.3403583,39.7180361,58.17885594
-96.9775009,44.5133324,58.14629364
-99.5361099,48.3055267,58.14253613
-118.3827744,44.3605537,58.0335396
-97.7544479,44.7622223,58.0335396
-96.6916656,43.7080574,58.0335396
-96.8739246,39.161419,57.90267027
-95.3147125,39.9800224,57.81537949
-93.9122222,39.6969444,57.81537949
-93.7172241,39.6805573,57.81537949
-93.336586,39.6561394,57.81537949
-92.934288,44.8134422,57.81537949
-92.6450119,43.8786278,57.81537949
-106.0886078,46.8038902,57.66981561
-89.3026352,36.5584183,57.66981561
-118.7083359,43.5847206,57.59699652
-95.3444443,43.2036095,57.59699652
-93.9479806,45.4152111,57.59699652
-119.8833313,41.8911095,57.52415266
-101.6474991,44.9261093,57.52415266
-111.398613,42.1161118,57.48772142
-91.1840693,40.4606536,57.48772142
-89.350975,36.5704994,57.48772142
-87.8000031,39.7999992,57.48772142
-87.50056458,40.34558487,57.48772142
-92.3371048,43.9199333,57.45128398
-90.6894455,40.4916649,57.37839053
-88.5339329,37.199795,57.37839053
-112.7147217,45.8722229,57.30547229
-119.8508301,47.9033318,57.26900385
-116.8633347,46.2038879,57.26900385
-101.2186127,45.3597221,57.26900385
-119.9524994,48.0933342,57.08656867
-116.9563904,45.4044456,57.05006301
-113.5047226,44.4297218,56.86744165
-110.6252747,40.4333344,56.83089874
-117.8186111,44.8761101,56.72123277
-96.660553,43.789444,56.72123277
-96.3002853,46.9767227,56.72123277
-96.2733078,44.7475662,56.72123277
-96.2032013,44.1494713,56.72123277
-96.1903763,45.9030266,56.72123277
-96.0737991,44.5313644,56.72123277
-95.9325409,44.301281,56.72123277
-95.9284592,44.5874786,56.72123277
-95.6496506,44.417778,56.72123277
-95.5086136,39.6747208,56.72123277
-95.1371689,40.3608055,56.72123277
-94.082695,44.1013985,56.72123277
-93.8285522,39.7986412,56.72123277
-93.6755524,40.4308319,56.72123277
-93.0587616,43.5830307,56.72123277
-93.0493851,43.5603294,56.72123277
-92.9645694,39.4608917,56.72123277
-92.6676111,40.4801639,56.72123277
-92.4647446,44.1677322,56.72123277
-92.4561234,43.9909325,56.72123277
-92.321373,43.8654099,56.72123277
-92.2390556,40.44,56.72123277
-90.7795833,39.1553333,56.72123277
-89.7897767,41.2926706,56.72123277
-89.2839508,36.6111565,56.72123277
-116.0488892,43.940834,56.50173303
-112.7166672,45.998333,56.50173303
-100.465744,44.42413712,56.50173303
-94.8508301,41.4313889,56.39189924
-116.996109,45.2897224,56.28200946
-102.0397263,48.83719254,56.28200946
-88.15003204,40.80585861,56.28200946
-91.7776111,38.7298889,55.98869621
-97.5744476,44.7152786,55.95200402
-96.9100189,34.5176125,55.95200402
-100.4647217,44.414444,55.84189011
-98.9549408,47.7664719,55.62149401
-96.2355652,44.6750755,55.62149401
-94.6125833,38.3674722,55.62149401
-93.7149963,39.9191666,55.62149401
-93.2976944,39.6944194,55.62149401
-93.1958889,39.577,55.62149401
-93.0428194,39.4161167,55.62149401
-92.5877991,43.8534698,55.62149401
-88.6233667,40.7331778,55.62149401
-88.5775778,40.6315056,55.62149401
-99.5362473,48.3055267,55.51121179
-98.1472244,41.4380569,55.51121179
-117.1061096,45.4316673,55.40087341
-94.9230576,43.0530548,55.40087341
-97.101387,42.8705559,55.3272833
-98.37124634,47.54692459,55.18002814
-97.64621735,47.4413681,55.18002814
-103.3616667,48.7925,54.95895804
-97.2916641,45.2986107,54.95895804
-93.0813904,44.2497215,54.95895804
-90.6713867,41.0502777,54.95895804
-103.3280563,46.7977791,54.81145297
-97.9049988,44.9583321,54.73766294
-94.1630554,41.2033348,54.73766294
-96.2743301,47.1226006,54.51614267
-96.1229935,44.143383,54.51614267
-94.4112015,44.9376106,54.51614267
-94.3268889,40.3531944,54.51614267
-94.2525024,39.4455566,54.51614267
-94.225,39.6530556,54.51614267
-94.1627426,44.8477821,54.51614267
-94.094635,44.0030174,54.51614267
-94.0625458,45.4292145,54.51614267
-94.0187759,40.5321388,54.51614267
-93.3259194,39.7045083,54.51614267
-93.1355556,39.6080556,54.51614267
-93.1291809,44.2600899,54.51614267
-93.0806122,44.2499771,54.51614267
-92.7233056,40.5558889,54.51614267
-92.6966667,40.5705556,54.51614267
-92.6598434,44.207325,54.51614267
-92.5836334,43.8444519,54.51614267
-92.5304184,44.1149864,54.51614267
-92.5056083,40.2933194,54.51614267
-92.4552155,43.8630371,54.51614267
-92.2928467,44.1651917,54.51614267
-92.2643611,40.58275,54.51614267
-91.0908356,40.5833321,54.51614267
-90.4711389,38.8521389,54.51614267
-89.7386111,37.5818889,54.51614267
-88.6712583,40.7562639,54.51614267
-92.7944412,42.3583336,54.44225253
-105.1819458,41.2849998,54.40529805
-100.367775,44.2024994,54.40529805
-100.4651871,44.41441727,54.29439708
-97.97566986,46.60025787,54.29439708
-97.1577759,42.9108315,54.29439708
-96.9461136,40.8366661,54.29439708
-95.9761124,39.6297226,54.18343974
-103.3652802,46.8841667,54.072426
-98.9700851,47.7281952,54.072426
-96.46625,40.8462222,54.072426
-122.3546677,38.22100449,53.96135584
-95.3458328,38.8391685,53.96135584
-112.1931229,47.3512878,53.85022925
-111.7961121,42.163887,53.85022925
-111.0513916,42.2155571,53.85022925
-96.5355799,39.0394771,53.85022925
-116.2083359,44.0716667,53.70197264
-97.5402756,44.8619461,53.62780669
-96.8530579,44.4269447,53.62780669
-111.2675018,42.2372208,53.51651067
-95.1208344,43.1566658,53.51651067
-89.3281937,36.5496407,53.51651067
-111.7352753,42.1716652,53.40515813
-95.3327778,40.2569444,53.40515813
-95.2505035,43.9117546,53.40515813
-94.1412506,39.7753906,53.40515813
-93.6607666,39.6666985,53.40515813
-93.5211105,39.6538887,53.40515813
-93.403925,40.5162056,53.40515813
-91.5078333,39.8321944,53.40515813
-90.7816944,38.6375278,53.40515813
-88.6251861,40.7340528,53.40515813
-105.0689087,39.86332321,53.29374905
-98.1738892,44.6788902,53.29374905
-97.1108322,43.8044434,53.29374905
-96.6127778,38.9844444,53.29374905
-96.5444691,39.0505881,53.29374905
-95.4455566,42.9141655,53.29374905
-116.7343063,43.14487839,53.25660012
-116.2188873,43.7802773,53.18228341
-111.234726,45.6722221,53.18228341
-103.7627792,39.4927788,53.18228341
-102.0611191,48.82302475,53.18228341
-98.6391678,45.4322205,53.18228341
-92.90408325,43.21416855,53.18228341
-97.8297835,38.1517089,53.10794156
-89.0448001,40.5078432,53.0707612
-93.5645917,40.5059667,53.03357454
-96.8683319,44.4316673,52.95918238
-116.565834,46.0774994,52.88476505
-95.4499969,39.8730545,52.84754694
-100.1074982,47.5675011,52.73585485
-99.7016678,36.9708328,52.73585485
-95.8036041,36.1275826,52.73585485
-120.2141113,42.1584663,52.62410611
-105.918335,39.0202789,52.51230068
-105.1905594,41.2883339,52.51230068
-92.3019409,42.3116684,52.51230068
-87.1361084,40.74252319,52.51230068
-119.5811081,40.9213905,52.40043854
-112.0681,46.4157333,52.28851968
-98.39125061,47.47608948,52.28851968
-96.1844635,44.8484879,52.28851968
-95.4830551,40.2669449,52.28851968
-95.0052109,46.513916,52.28851968
-94.1266479,45.5053177,52.28851968
-93.9769287,39.9677277,52.28851968
-93.8274994,40.0924988,52.28851968
-93.7898331,40.0686111,52.28851968
-93.6575012,39.7880554,52.28851968
-93.5509109,43.7435303,52.28851968
-93.4705556,39.7102778,52.28851968
-93.4388885,39.6427765,52.28851968
-93.3855591,40.4127769,52.28851968
-93.2725754,43.5598717,52.28851968
-93.1021111,39.5184056,52.28851968
-92.7917862,44.7166595,52.28851968
-92.7281944,40.555,52.28851968
-92.7256111,40.5561111,52.28851968
-91.7842778,38.7329444,52.28851968
-91.7840556,38.7120556,52.28851968
-91.5508499,43.6235123,52.28851968
-91.5304337,43.7338982,52.28851968
-109.9672241,45.7947235,52.0645117
-117.6591644,45.6755562,51.95242254
-88.8824997,40.3433342,51.95242254
-89.3675703,37.3178482,51.76548102
-116.8291702,45.6436119,51.61581411
-116.1563873,43.726944,51.61581411
-97.4375,36.1566658,51.61581411
-89.1675034,40.9105568,51.61581411
-93.2147028,39.7035583,51.54094276
-92.235497,38.6949072,51.54094276
-97.48316193,47.64553833,51.27869385
-97.3722229,44.4638901,51.16620658
-95.3405533,40.146389,51.16620658
-94.5199966,40.2385292,51.16620658
-94.3965302,39.8145294,51.16620658
-94.3350556,38.8909167,51.16620658
-94.3275806,38.8835833,51.16620658
-94.3225833,38.8925278,51.16620658
-94.1363602,39.7774162,51.16620658
-93.6844406,39.8408318,51.16620658
-93.6439167,40.4019444,51.16620658
-93.3138278,39.6951694,51.16620658
-93.3078028,39.6989611,51.16620658
-93.2517389,39.6877444,51.16620658
-93.067688,44.5085487,51.16620658
-92.7351944,39.0116944,51.16620658
-92.6855556,40.5622222,51.16620658
-87.16472626,40.88780212,51.16620658
-109.2676468,39.45830536,51.05366237
-89.3681259,37.3150704,51.05366237
-120.1991653,42.1838875,50.94106117
-120.1616135,42.2987442,50.94106117
-88.57476807,40.38364029,50.94106117
-96.8333359,40.5374985,50.86596206
-122.3566132,38.21850586,50.82840298
-97.3322222,46.3102778,50.79083758
-92.6326222,40.4034639,50.79083758
-112.6827774,46.3241653,50.71568778
-102.559166,42.7655563,50.71568778
-96.581665,41.2761116,50.60291553
-89.1561813,40.9150238,50.60291553
-102.7647324,46.7424583,50.5653121
-119.878891,41.8841667,50.49008623
-96.9458313,40.8349991,50.49008623
-93.5722198,42.4166679,50.49008623
-98.3383331,44.9269447,50.37719985
-102.2794418,35.2750015,50.33955836
-112.250824,42.14297485,50.26425636
-98.91262817,44.13803482,50.26425636
-96.6544418,41.3175011,50.26425636
-92.7891693,42.353611,50.26425636
-97.46731567,46.35303497,50.15125575
-96.2256317,44.7052231,50.03819801
-96.082695,44.141571,50.03819801
-95.38635,40.5234861,50.03819801
-95.3691635,40.4119453,50.03819801
-95.1638889,40.2588889,50.03819801
-95.0875,39.8916667,50.03819801
-94.8790054,44.0868263,50.03819801
-94.3839493,45.5799103,50.03819801
-93.9451389,39.925,50.03819801
-93.80616,45.2880096,50.03819801
-93.7378464,45.3364487,50.03819801
-93.6744444,39.7263889,50.03819801
-93.6624985,40.3022232,50.03819801
-93.4964667,39.6709889,50.03819801
-93.4030361,39.6522306,50.03819801
-93.3278194,39.7138444,50.03819801
-93.3155556,39.6894444,50.03819801
-93.3025,39.6963889,50.03819801
-93.23,39.5852778,50.03819801
-93.2277778,39.5819444,50.03819801
-93.2177429,44.7247009,50.03819801
-93.2081944,39.5743056,50.03819801
-93.0505556,39.5636111,50.03819801
-92.5793556,40.5260389,50.03819801
-92.4561462,44.1757965,50.03819801
-92.2215556,40.5898611,50.03819801
-92.1359787,44.063839,50.03819801
-91.6817222,38.7958333,50.03819801
-91.5661111,40.4452778,50.03819801
-91.4977798,39.8672218,50.03819801
-90.7781944,39.1573333,50.03819801
-111.9086075,42.8422203,49.9816477
-95.9141388,40.5374718,49.86850419
-96.7983665,39.1503083,49.73643116
-96.9481049,40.8380661,49.58539516
-96.0666656,45.5,49.58539516
-95.4833298,43.0499992,49.47205139
-100.5293579,44.40414047,49.35865034
-96.6980591,43.6169434,49.35865034
-95.8308334,39.3105545,49.35865034
-113.1630554,46.5369453,49.24519201
-98.125,44.6680565,49.20735982
-100.5052795,44.418335,49.13167636
-96.712532,40.079464,49.13167636
-96.6702805,44.3052788,49.01810339
-96.2313919,41.6199989,49.01810339
-93.21575165,39.12559509,49.01810339
-100.505188,44.42913818,48.90447306
-96.1838608,45.9552269,48.90447306
-95.5634384,43.8646545,48.90447306
-95.0098056,39.9074444,48.90447306
-94.2600098,45.5733261,48.90447306
-94.1364746,39.9846954,48.90447306
-93.8217468,39.8153038,48.90447306
-93.539175,39.6591111,48.90447306
-93.5369415,39.7213898,48.90447306
-93.383255,38.95254135,48.90447306
-93.3011722,39.6899417,48.90447306
-91.771,38.7191944,48.90447306
-93.507225,40.5147209,48.79078536
-96.5699997,41.247776,48.72760072
-112.7136078,45.8752785,48.67704026
-102.1522217,39.0588875,48.67704026
-112.9513855,46.1197205,48.56323775
-100.1072235,47.5672226,48.56323775
-111.7419434,42.1769447,48.4493778
-98.31846619,47.60831451,48.4493778
-97.6005554,35.6947212,48.4493778
-95.3455582,39.9930573,48.4493778
-122.3713913,38.2566681,48.3354604
-97.1669464,44.3747215,48.3354604
-98.5952759,38.003334,48.14547033
-97.66400146,47.42498016,48.10745313
-112.9083328,46.8416672,47.99336323
-112.730896,46.3840599,47.99336323
-102.1991653,41.018055,47.99336323
-100.4997253,44.4030571,47.99336323
-96.2555542,41.6127777,47.99336323
-118.2019424,44.7866669,47.76501078
-114.5222244,47.5902786,47.76501078
-102.5308304,42.7602768,47.76501078
-98.39263916,47.47636795,47.76501078
-96.4353561,44.6746407,47.76501078
-96.1537094,44.8056679,47.76501078
-96.0047455,43.8547211,47.76501078
-95.4469452,39.8738899,47.76501078
-94.0286102,39.5588875,47.76501078
-93.788887,40.0687485,47.76501078
-93.7541046,39.3044815,47.76501078
-93.7030563,39.6333351,47.76501078
-93.6963272,39.9389153,47.76501078
-93.4711075,39.6136093,47.76501078
-93.3561111,39.7277778,47.76501078
-93.3136222,39.7012167,47.76501078
-93.1981659,39.665638,47.76501078
-93.178225,39.6754556,47.76501078
-93.0697222,39.483475,47.76501078
-92.9696667,39.0247222,47.76501078
-92.8825389,39.4316,47.76501078
-92.8800833,39.4078722,47.76501078
-92.2623333,40.5825278,47.76501078
-92.23275,40.4403611,47.76501078
-91.7605833,38.7569167,47.76501078
-91.528183,43.5884705,47.76501078
-91.1763369,39.5612919,47.76501078
-89.8275507,41.2544106,47.76501078
-89.4961395,37.1273193,47.76501078
-89.4333333,36.5166667,47.76501078
-89.4274139,36.5089989,47.76501078
-89.302536,36.7242737,47.76501078
-88.7424556,40.6852389,47.76501078
-88.6100611,40.7199833,47.76501078
-88.3155899,37.3778458,47.76501078
-101.7922211,35.0416679,47.68884213
-111.2402802,42.2080574,47.65074819
-99.4225006,36.9955559,47.65074819
-95.23360443,41.25001144,47.61264786
-96.9522247,42.3875008,47.536428
-96.8604202,40.1247215,47.536428
-96.0333481,40.1394653,47.536428
-110.5274429,42.82131577,47.30761471
-95.8880539,40.3047218,47.30761471
-95.4791641,36.2750015,47.30761471
-90.7574997,41.0316658,47.30761471
-97.6149979,45.0330544,47.19312158
-95.8466644,39.6255569,47.19312158
-108.8666687,36.0208321,47.07857076
-96.0383453,40.0008545,47.07857076
-97.0561142,40.8935013,47.00217149
-111.5641632,42.7841682,46.96396222
-98.0564728,37.9037514,46.96396222
-114.0316696,44.2547226,46.92574654
-109.8094482,48.4968643,46.92574654
-97.93869019,40.46806717,46.90663631
-96.9652786,42.851387,46.84929596
-96.9441681,40.8383331,46.84929596
-96.7355576,44.3411102,46.84929596
-90.7724991,40.7622223,46.84929596
-89.7467499,41.0211334,46.84929596
-96.8888855,44.4988899,46.73457194
-88.4564336,42.2364,46.73457194
-116.0500031,43.9236107,46.61979015
-112.1155548,44.2858315,46.61979015
-96.3222733,46.4097939,46.61979015
-96.3144684,40.4222374,46.61979015
-96.1654968,44.1596947,46.61979015
-95.4647217,40.2777786,46.61979015
-95.4249954,40.2516861,46.61979015
-95.3152778,40.5175,46.61979015
-95.0463867,40.0794449,46.61979015
-94.9856186,39.9492188,46.61979015
-93.8023911,39.6308594,46.61979015
-93.5886078,39.9272232,46.61979015
-93.4480591,39.7180557,46.61979015
-93.4316711,40.4173126,46.61979015
-93.2902756,40.4172211,46.61979015
-93.152225,39.5592222,46.61979015
-93.072052,39.5378075,46.61979015
-92.9484167,39.4237806,46.61979015
-92.6251907,43.9082413,46.61979015
-91.7771944,38.7418889,46.61979015
-91.63675,38.798,46.61979015
-90.9045833,38.5792222,46.61979015
-88.8069553,40.4121317,46.61979015
-88.7408167,40.6913889,46.61979015
-113.2694473,46.5713882,46.50495057
-112.7647247,46.3002777,46.50495057
-89.2425003,37.1169434,46.46665785
-101.5680542,40.0374985,46.39005317
-101.0625,39.3836098,46.39005317
-96.4463882,47.9308052,46.39005317
-88.6071777,40.3833459,46.39005317
-111.565834,42.6716652,46.31342278
-99.5363312,48.3055267,46.27509793
-92.7291111,40.5548056,46.23676666
-111.7016678,42.9813881,46.16008484
-109.9716644,45.810833,46.16008484
-94.8666687,40.8333321,46.0833773
-116.1063919,44.0252762,46.04501387
-114.0066681,44.3105545,46.006644
-102.6372223,42.626667,46.006644
-95.9122772,40.5406113,45.97594349
-120.4219437,46.9655571,45.92988499
-102.8638889,46.9813889,45.8146982
-89.8850021,40.518055,45.8146982
-111.2797241,39.1111107,45.69945346
-96.9819412,43.0419426,45.69945346
-95.50305939,42.17222214,45.69945346
-119.577774,40.8605537,45.62259144
-109.9586105,40.5091667,45.60721594
-111.9505539,42.8397217,45.58415076
-96.4272079,44.1874847,45.46879008
-96.0956116,46.3732452,45.46879008
-95.8934174,44.415062,45.46879008
-95.7566681,40.5730553,45.46879008
-95.6464767,44.1328239,45.46879008
-95.6450958,44.1297569,45.46879008
-95.4540176,44.8039703,45.46879008
-94.7318056,39.6261111,45.46879008
-94.6731415,40.1882782,45.46879008
-94.4505539,39.7908325,45.46879008
-94.3936691,39.8099174,45.46879008
-94.3413925,39.8038902,45.46879008
-93.8032761,39.6298332,45.46879008
-93.7996674,40.2872238,45.46879008
-93.7576417,39.654775,45.46879008
-93.7510452,39.6458626,45.46879008
-93.6761093,40.4275017,45.46879008
-93.6530533,39.6622238,45.46879008
-93.5695496,39.7138596,45.46879008
-93.5682,39.6632639,45.46879008
-93.4594421,40.478611,45.46879008
-93.4588852,40.4783325,45.46879008
-93.4076996,39.2094803,45.46879008
-93.3346889,39.7183222,45.46879008
-93.3169722,39.7017111,45.46879008
-93.3138472,39.6919444,45.46879008
-93.2692028,39.6769278,45.46879008
-93.0753937,44.6592598,45.46879008
-92.9231667,39.0343056,45.46879008
-92.4263528,40.5448472,45.46879008
-90.411771,38.1461674,45.46879008
-89.7439728,41.0347443,45.46879008
-89.0348858,40.3129256,45.46879008
-88.9462451,40.4154894,45.46879008
-88.6071694,40.6980861,45.46879008
-97.6208344,35.6941681,45.35337138
-95.6022186,42.8844452,45.35337138
-95.2286148,39.0380554,45.35337138
-108.8649979,36.0752792,45.23789467
-106.089447,46.8038902,45.23789467
-99.8263889,46.3547222,45.23789467
-98.1608353,44.6763878,45.23789467
-97.51342773,46.36442566,45.23789467
-95.4422226,37.230835,45.1223599
-92.5333328,42.0611115,45.1223599
-112.2019424,47.9694443,45.00676706
-88.602829,39.6047592,45.00676706
-111.866684,45.0201836,44.89111613
-110.5248861,42.8272889,44.77540709
-103.1692123,48.61996078,44.77540709
-95.59195709,42.91666412,44.77540709
-89.0764111,40.4729028,44.77540709
-88.6017151,42.2847328,44.77540709
-95.398613,40.2305565,44.69823545
-92.6597443,43.9081078,44.69823545
-95.8430557,39.6322212,44.65963992
-112.4166641,38.5999985,44.5901517
-103.0347214,47.0245819,44.54381459
-95.7986145,45.6816673,44.54381459
-104.0569611,42.8146858,44.42793109
-97.90202332,41.04667282,44.42793109
-112.7805557,46.0583344,44.31198939
-104.015,48.765,44.31198939
-102.125,39.1141663,44.31198939
-101.8508301,43.9386101,44.31198939
-98.96178436,41.64082718,44.31198939
-96.5922241,40.6061096,44.31198939
-96.440155,44.6736031,44.31198939
-96.2938919,44.0538673,44.31198939
-96.1891251,46.7174644,44.31198939
-95.1302795,40.2599983,44.31198939
-94.402,40.3141111,44.31198939
-94.2494431,40.4147224,44.31198939
-94.2236111,39.6541667,44.31198939
-94.1244431,39.7983322,44.31198939
-93.8261108,39.419445,44.31198939
-93.5936127,40.5636101,44.31198939
-93.5652771,40.3547211,44.31198939
-93.4680557,40.4416656,44.31198939
-92.1084444,40.4378333,44.31198939
-91.45975,38.6747778,44.31198939
-90.7973611,38.5861667,44.31198939
-90.7909167,39.1520278,44.31198939
-90.7703056,39.1643889,44.31198939
-89.7206421,40.9739113,44.31198939
-89.6635666,36.3273315,44.31198939
-96.0722198,39.9469452,44.19598947
-105.1533356,41.5255547,44.15730988
-95.3730545,39.9288902,44.15730988
-111.5372238,42.8300018,44.07993131
-93.37242126,38.98920822,44.07993131
-98.1372223,44.6647224,44.00252685
-120.1166687,46.6733322,43.96381489
-101.516575,40.2983333,43.96381489
-100.1074982,47.5672226,43.96381489
-93.0718417,39.4769056,43.92509646
-110.9608307,48.1747208,43.84764019
-97.49538422,47.63803864,43.84764019
-96.0641632,41.9961128,43.84764019
-92.4666672,41.6333351,43.84764019
-118.5091629,46.6208344,43.73140718
-103.8547211,42.8802795,43.73140718
-102.2063293,41.0149879,43.73140718
-95.6736145,39.9544449,43.73140718
-93.2194444,39.5797222,43.73140718
-96.6188889,41.2919426,43.71848879
-93.5099335,41.0064049,43.66680808
-99.0188904,47.675972,43.61511585
-97.37202454,44.46331787,43.61511585
-97.0016632,43.0825005,43.61511585
-96.2527771,43,43.53755589
-118.3422241,46.7361107,43.49876618
-93.7080536,41.9925003,43.38235813
-96.9455566,40.8369446,43.14936686
-95.9984741,44.2703934,43.14936686
-95.6583328,39.6966667,43.14936686
-95.585,40.4683333,43.14936686
-95.2216644,40.1913872,43.14936686
-95.1976944,39.9306111,43.14936686
-94.3211111,38.6591667,43.14936686
-94.193428,45.5007973,43.14936686
-94.178688,45.5221901,43.14936686
-94.1639709,40.2868614,43.14936686
-94.1419983,39.9934158,43.14936686
-94.1183319,39.5074997,43.14936686
-93.7155533,40.3005562,43.14936686
-93.5972214,39.9233322,43.14936686
-93.5286102,39.6330566,43.14936686
-93.3236111,39.2711111,43.14936686
-93.3033371,39.6736107,43.14936686
-93.2833333,39.6833333,43.14936686
-93.1525803,39.7051086,43.14936686
-93.1458333,39.6077778,43.14936686
-93.118721,44.2045593,43.14936686
-93.1181946,39.6301956,43.14936686
-92.8974991,44.1977654,43.14936686
-92.8891722,39.4325528,43.14936686
-92.7188889,39.0003889,43.14936686
-92.6836111,40.5602778,43.14936686
